Date debut,Date fin,Thématique,Objets,District,Commune,Localite,Region,Types,Longitude,Latitude,Personne concerne,Mort,Colonne1,description,Commentaire,Date_debut_dt
24/09/2017,,Incidents Maritimes ,,OCEAN INDIEN ,,,,,41.15,-16.616666,,,,"Le navire cargo M/V AT 40, pavillon Belize, a dérivé dans la zone Nord-Ouest au large de Juan de Nova depuis le 24 Septembre 2017, à cause d’une avarie de propulsion,  ",,2017-09-24
25/09/2017,25/09/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
26/09/2017,26/09/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
27/09/2017,27/09/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
28/09/2017,,Incidents Maritimes ,,MADAGASCAR,,,,,46.487103,-13.328309,,,,"Dans la journée du 28 septembre, 3 nappes hydrocarbures distinctes ont été détectées par le satellite européen CLEANSEANET entre Mayotte et le Nord-Ouest de Madagascar en 6 points différents, Ces pollutions pourraient être imputées à 2 navires se situant à proximité (Vraquier, 'Angel 2', vraquier ‘Harm’)",,2017-09-28
29/09/2017,29/09/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
30/09/2017,30/09/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
01/10/2017,01/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/10/2017,,Incidents maritimes,,Katsepy Mahajanga/ Madagascar,,,,,46.279045,-15.746659,,,chavirement,chavirement d'une embarcation : mort d'un touriste français 10 Fév,,2017-10-02
03/10/2017,03/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
04/10/2017,04/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
05/10/2017,05/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
06/10/2017,06/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
07/10/2017,07/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/10/2017,08/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/10/2017,09/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/10/2017,10/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
11/10/2017,11/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
12/10/2017,12/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/10/2017,,Incidents Maritimes ,,MADAGASCAR,,,,,49.460531,-10.215093,,,,"Le navire pétrolier et chimiquier WIGMORE, pavillon des îles Marshall, n’a pas réussi à pénétrer dans la Baie de Diégo, à cause d’une avarie de gouvernail et de mauvais temps. Pour des raisons de sécurité, il a dû s’écarter de la côte et s’est trouvé à 108 Nm au large du Cap d’Ambre. Le 21 Octobre, le remorqueur LANPAN 23 basé à Antsiranana a été dépêché sur zone pour conduire une opération de remorquage d’urgence du pétrolier vers la baie de Diégo ",,2017-10-13
14/10/2017,14/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
15/10/2017,15/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
16/10/2017,16/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
17/10/2017,17/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
18/10/2017,18/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
19/10/2017,19/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
20/10/2017,20/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
21/10/2017,21/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
22/10/2017,22/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
23/10/2017,23/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
24/10/2017,24/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
25/10/2017,25/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
26/10/2017,26/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
27/10/2017,27/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
28/10/2017,28/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
29/10/2017,29/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
30/10/2017,,Incidents Maritimes ,,MADAGASCAR,,,,,46.711778,-15.107306,,,,"Une pollution mineure au Nord-Ouest de Madagascar a été reportée dans la nuit du 30 0ctobre à 03h20Z, à la position 15° 01' S / 046° 44' E dans l’azimuth 313 de la POINTE AMBARATA à 15.8 nq. Caractéristiques de la pollution :longueur:14.31nq ;largeur:0.37nq ; superficie: 5.32nq² ; le vent vient du 120 pour 6 nds.",,2017-10-30
31/10/2017,31/10/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
01/11/2017,01/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/11/2017,,Incidents maritimes,,Ambodiatafana Madagascar,,,,,49.467173,-18.167217,,,noyade,noyade d'un jeune étudiant 11 Fév,,2017-11-02
03/11/2017,03/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
04/11/2017,04/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
05/11/2017,05/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
06/11/2017,06/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
07/11/2017,07/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/11/2017,08/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/11/2017,09/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/11/2017,10/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
11/11/2017,,Incidents Maritimes ,,MADAGASCAR,,,,,49.42089,-18.150514,,,,Le MS AGNIRIBE s’est échoué à l’entrée de la rade de Toamasina à cause d’une avarie moteur vers 01h du matin. Il a été assisté par le remorqueur VOLAZARA (IMO: 9209738) ; l’opération de déséchouage a permis au navire de reprendre sa route.,,2017-11-11
12/11/2017,12/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/11/2017,13/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
14/11/2017,14/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
15/11/2017,15/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
16/11/2017,,Incidents Maritimes ,,CANAL DE MOZAMBIQUE,,,,,40.665188,-19.585904,,,,"Un yacht sud-africain, le KINDA MAGIC a connu des difficultés et a coulé peu de temps après avoir été secouru. Les 4 occupants du yacht - tous sud-africains - ont été secourus par un tanker de passage, le MT MERSINI, après qu'ils aient abandonné le yacht. ",,2017-11-16
17/11/2017,17/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
18/11/2017,18/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
19/11/2017,19/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
20/11/2017,20/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
21/11/2017,21/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
22/11/2017,22/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
23/11/2017,23/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
24/11/2017,24/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
25/11/2017,25/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
26/11/2017,26/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
27/11/2017,,Incidents Maritimes ,,MADAGASCAR,,,,,48.885201,-19.93376,,,,"Un canot, avec 11 personnes et beaucoup de marchandises diverses à bord, qui partait de Mahanoro pour rejoindre Ambavasahavato, a coulé à Sohihy, dans la commune de Masomeloka, suite à un problème technique survenu en pleine mer. 6 des passagers ont perdu la vie, 2 sont toujours portés disparus, 3 ont survécu et sont en sécurité.",,2017-11-27
28/11/2017,28/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
29/11/2017,29/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
30/11/2017,30/11/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
01/12/2017,01/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/12/2017,02/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
03/12/2017,03/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
04/12/2017,04/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
05/12/2017,05/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
06/12/2017,06/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
07/12/2017,07/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/12/2017,,Incidents Maritimes ,,MADAGASCAR,,,,,45.934955,-15.719766,,,pollution  marine,"Des possibles traces de pollutions marines ont été détectées par le satellite de CleanSeaNet au large de Nosy Makamby, au Nord-Ouest de Madagascar.",,2017-12-08
09/12/2017,09/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/12/2017,10/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
11/12/2017,11/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
12/12/2017,12/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/12/2017,,Incidents Maritimes ,,CANAL DU MOZAMBIQUE ,,,,,41.999991,-16.066675,,,,"À la position 16°04S 042°E, le BW EAGLE (IMO 970807, pavillon Singapour), a demandé une assistance médicale pour un membre d'équipage qui s’est coupé les doigts. La victime est dans un état stable.",,2017-12-13
14/12/2017,14/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
15/12/2017,15/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
16/12/2017,16/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
17/12/2017,17/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
18/12/2017,18/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
19/12/2017,19/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
20/12/2017,20/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
21/12/2017,21/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
22/12/2017,22/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
23/12/2017,23/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
24/12/2017,24/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
25/12/2017,,Incidents Maritimes ,,MADAGASCAR,,,,,46.251548,-15.76635,,,,"Le bateau denommé FANANTENANA, qui a transporté un total de 13 personnes et des marchandises, partait de Mahajanga pour rejoindre Tambohorano. Non loin de Katsepy, à la suite d’un problème technique, le navire s’est heurté à un rocher et l'eau a commencé à entrer. Tous les passagers ont pu être sauvés mais toutes les marchandises ont été emportées par la mer.",,2017-12-25
26/12/2017,26/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
27/12/2017,,Incidents Maritimes ,,MADAGASCAR,,,,,50.01169,-16.338567,,,,"Le bateau MS ATLANTIS, qui transporte régulièrement des marchandises sur l’axe Toamasina-Maroantsetra, a rencontré un problème technique : le gouvernail s’est détaché et est tombé à la mer, empêchant le navire d’être manœuvré. Après plusieurs heures de dérive en mer, le bateau en détresse a été repéré à 20 nautiques (37 kilomètres) au Sud-Est de Mananara et a pu être remorqué au port de Sainte-Marie. Il n'y a eu aucune perte de vie et les 6 marins à bord sont en sécurité.",,2017-12-27
28/12/2017,28/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
29/12/2017,29/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
30/12/2017,30/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
31/12/2017,31/12/2017,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
01/01/2018,01/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/01/2018,02/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
03/01/2018,03/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
04/01/2018,04/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
05/01/2018,05/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
06/01/2018,06/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
07/01/2018,07/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/01/2018,08/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/01/2018,09/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/01/2018,10/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
11/01/2018,11/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
12/01/2018,12/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/01/2018,13/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
14/01/2018,14/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
15/01/2018,15/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
16/01/2018,16/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
17/01/2018,17/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
18/01/2018,18/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
19/01/2018,19/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
20/01/2018,20/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
21/01/2018,21/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
22/01/2018,22/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
23/01/2018,23/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
24/01/2018,24/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
25/01/2018,25/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
26/01/2018,26/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
27/01/2018,27/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
28/01/2018,28/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
29/01/2018,29/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
30/01/2018,30/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
31/01/2018,31/01/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
01/02/2018,01/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/02/2018,02/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
03/02/2018,03/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
04/02/2018,04/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
05/02/2018,05/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
06/02/2018,06/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
07/02/2018,07/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/02/2018,08/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/02/2018,09/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/02/2018,10/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
11/02/2018,11/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
12/02/2018,12/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/02/2018,13/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
14/02/2018,14/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
15/02/2018,,Incidents Maritimes ,,MADAGASCAR,,,,,47.882059,-14.197934,,,,"L’équipe SAR de l’Agence Portuaire Maritime et Fluviale (APMF), à bord de la vedette AIDA, a organisé une opération d’assistance au boutre SAMY ÇA VA, en détresse, au nord d’Antsanitia, à Mahajanga. Le boutre transportait des rondins de bois, en provenance de Mariarano et avait un mât cassé avec des voiles déchirées en mer agitée et à la marée montante. Les 5 membres d’équipage ont pu être secourus. Leur boutre a été ensuite pris en remorque vers la plage du Grand Pavois à Mahajanga ",,2018-02-15
16/02/2018,16/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
17/02/2018,17/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
18/02/2018,18/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
19/02/2018,19/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
20/02/2018,20/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
21/02/2018,21/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
22/02/2018,22/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
23/02/2018,23/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
24/02/2018,24/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
25/02/2018,25/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
26/02/2018,26/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
27/02/2018,27/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
28/02/2018,28/02/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
01/03/2018,01/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/03/2018,02/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
03/03/2018,03/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
04/03/2018,04/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
05/03/2018,05/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
06/03/2018,06/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
07/03/2018,07/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/03/2018,08/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/03/2018,09/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/03/2018,10/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
11/03/2018,11/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
12/03/2018,12/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/03/2018,13/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
14/03/2018,14/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
15/03/2018,15/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
16/03/2018,16/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
17/03/2018,17/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
18/03/2018,18/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
19/03/2018,19/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
20/03/2018,20/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
21/03/2018,21/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
22/03/2018,22/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
23/03/2018,23/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
24/03/2018,24/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
25/03/2018,25/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
26/03/2018,26/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
27/03/2018,,Incidents Maritimes ,,MADAGASCAR,,,,,48.41196,-13.354035,,,,"L’équipage de l’AKIO a été lancé à la recherche d’un ressortissant français, qui s’est aventuré, à bord de son kayak, dans la longue traversée entre Nosy Be et Nosy Faly, sans moyen de communication ni équipements pour une traversée maritime. Il a été retrouvé sur la plage de Nosy Be après des heures de recherche.  ",,2018-03-27
28/03/2018,28/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
29/03/2018,29/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
30/03/2018,30/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
31/03/2018,31/03/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
01/04/2018,01/04/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/04/2018,02/04/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
03/04/2018,03/04/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
04/04/2018,04/04/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
05/04/2018,05/04/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
06/04/2018,06/04/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
07/04/2018,07/04/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/04/2018,08/04/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/04/2018,09/04/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/04/2018,10/04/2018,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
